id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
43,"Chovia muito na quele dia, com trovões muito
alto, vindo do céu. E depois que a chuva passou,
encontrei no quintal da minha casa uma preda muito brilhante.
	Parecia ser pedra do Raio e quando bate
um Raio em algum lugar vai passar 2 minutos
vai surgi uma pedra brilhante muinto
linda.
	Em uma viagem que eu tava fazendo com
minha familia tava caindo uma chuva de dar
medo tava chuvendo muito forte e relampiava
muito é nossa viagem a Rua tava muito alagada
e do nada o carro da minha para de funciona
no eio da estrada e tava chuvendo
muito e nois não sabia o a gente fazia
não tinha ninguem pra ligar que nois tava no meio da estrada e tava chuvendo muito
e tava de noite, ai agente dormiu no
carro na quela noite, ai no outro dia um moço
parou pra dar ajuda pra nós e chegamos em caldas novas","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",4,3,3,3
1168,"[T]um Belo sitio
ne uma bela manhã com passarinho
cantando tudo calmo, no sitio uma mulher
no galho de uma árvore apresiando a paizagem
com montanhas lago vaca muitas ávores
cavalo muitos outros animais muita gente e
ela apresiando a Bela paizagem a [?]ela saiu
para ir pra festa, passo aquele dia ela tomou
seu café da manhã e eu tinha uma cachorra
chamada skai e ela estava muito feliz
Bricando com a cachorra, na hora do almoço
eles mataram uma vaca eles comeram de tard
eles tomaram um café e foi pesca [?]
muitos peixes para o almoço na hora de
almoça eles comeram peixes de tarde eles
foram pegar frutas ne um pe de [?]
no pe de manga no pé de maçã e [?]
eles comeram muitas frutas no quarto dia
eles almoçaram e foram embora [?]
em casa e contaram para seus pais ca o [?]
fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
327,"[T] A menina que Pinta
Era uma vez uma menina que amava Pintar ela [?]
um Pote de tintas e decidiu Pintar uma onçana Parede
quando terminou de fazer a Pintura foi Passear com seus 
irmãos ao voltar do Passeonão encontrou a
sua Onsa na Parede e todas as roupas do guarda-roupas
estava no chão então ela resolveu Pintar de novo
com seus amigos, ao termina foi lanchar com seus amigos
quando voltou novamente a Pintura não estava la então
ela descrobria que seu Pai estava limpando tudo quando ela
saia.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,4
610,"[T] O bicho misterioso
[P] Depois que entrei no meu quarto e vi daquela bagunça toda, achei estranho pois
foi rápido..... Fiquei a noite toda pensando o que tinha acontecido. Na manhã
fez a mesma coisa, mais coloquei uma camera, sai do meu quarto e depois
entrei, aconteceu tudinho de novo, mais fiquei animada finalmente eu ia ver o 
que tinha gravado, Quando fui ver era um bicho todo colorido, fiquei assustada
pois nunca tinha visto um bicho daquele jeito, fui correndo contar para a 
minha mãe o que eu tinha ""gravado"" mas ela achou que eu tinha editado, 
fiquei brava por ela não ter acreditado em mim. Até que dese[X] mostrar a 
gravação para o meu tio, ele é especialista em essas coisas, ele falou que era 
um bicho da floresta e que não gostava de bagunça.
[P] Fiquei em pouco assustada, mas esqueci rapidinho. Teve um dia que fez.
a mesma coisa e aconteceu de novo, mas quando entrei no quarto tinha
pegadas até a floresta, eu tinha medo daquela floresta mas segui as pegadas, até
que no meio do caminho lembrei que era o meu  aniversario !, quando fui ver
era uma festa para mim, e o bicho era o meu primo, fiquei muito feliz [S] !","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,1,5,4
596,"[T] O POTE DE TINTA
EU ENCONTREI O MOTE DE TI
QUADO EU FUI NO BAIERO E VOLTEI
TINTA EM [X] PRECURA NETODO
OTRAS COISA PARA FAZE DIREPETE FUI O
COZIA A MINHA MÃE TAVA LA NO QUTAU
TINTA QU A VRA SUMIDO EU PERGUTEI
DO ARMARIO ELA PERGUTO QEI BOTO LA EU
ISTATE MEU PAI XEGO ELE PERGUTO CADA
QUE ELE AVIA COLOCADO EU FALEI PAI PRA QU
ERA PARA EU PINTA A CASA DA SUA VO
SIM PAI A MINHA MAE ESTA NA QUTA
[?] PERA EU VAU LA TOM
DIATA TOMA MAIS POR QUE ELA GA
AS TITA AI QUE [?] EU VOU QUPRA MAS
MAE CADE A MINHA TINTA QUE [X]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,4,2
631,"[T] O dia que eu pintei a parede da minha casa
[LT] eu tava na minha casa ai eu encontrei umas tintas e pinseis e taus ai meu amigo
[LT] me chamou e eu fui la ai disse pode entrar ai eu disse pode entrar ai eu disse bora pintar ai ele disse
[LT] na onde ele falou ai eu falei no cantinho do guarla roupas ai ele falou ai quando eu fui
pintar ele falou tua mãe não briga não [X] falei não não no bríga não ai nois
[LT] foi pintando pintando ate que noi cansou ai nois parou ai ele falou não ja ta Bom
[LT] Não ai eu falei não nu to bom não. bora continuar ai nois continuo ai nois parou
[LT] e foi Brincar ai minha mãe chegou ai ela foi comer e foi deitar ai meu amigo foi [?]
[LT] quando foi no outro dia eu acordei e fui come ai minha mãe acordou e foi no no
[LT] meu quarto e ela Viu a pintura e brigou comigo mais ficou banito fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
1205,"era [?] menino [?]gostava de jogar bola mais
[?]Chamava meu filho vem fasez o seu deve de casa
[?]mãe o menino era temoso mais mais
[?][?] menino levou a nota ruim na escola
[?][?]omenino de castigo mais o menino 
não obedeceu amãe e omenino caio levaro para
[?]cando o menino chegol em casa amãe
dise que ia pega a bola do felipe e ia escomder
mastarde o menino pidio a bola ao pai o pai
não deu a bola para felipe dise que ia na casa da 
tia mais mais não foi a casa dati a o pai do felipe
ligou para atia de felipe a tia dise que ele
nao tava la mas tarde o felipe chegou em
casa o pai dise onde vose estava felipe
vose esta sem mesada e um meis pai eu não
poso ficar sem mesada pai sieu fugir de
casa nen ivete iso [?][?][?][?]da
mia vovó evo vemder todos briquedo
não vou viver a casa [?]
fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,1,3,3
534,"[T] Historias sobre animais
[P] Era uma vez, uma menina que leu um livro
sobre animais de baixo de uma árvore e ela
descobriu que os animais falavam e tanbem
as zebras, e elefantes, leãos, crocodilos e Hinpopótamo
e os animais foram atras de água e os elefantes
foram atras de água e com seguiram achar águas
e todos viveram felizes para sempre.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
597,"[T] O Passaro e a mulher:
[P] Era uma ves a mulher estava paseando no gramado e ela
sentou viu e se sentou em uma árvore e derepente pouso um
passaro perto dela e ele pio tão bonito e ela fico inpresionada
com o passaro o passaro tão bonito tão colorido a assa
dele a pata amarelhinha mais que passaro bonito a
mulher tão inpresionda : com o passaro e o passaro pio di novo
nossa que passaro pio tão lindo piano que passaro lindo..","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
220,"[T] A Menina ezagerada
Eu chegei no quarto e não tinha mais pintura e
eu tomei um susto porque a parede não tá pintada
e as roupas está no chão meu deus sera que e um
Bicho Meu deus to com muito medo
MAE acho que tem um Bicho aqui ta com muito
medo mamãe porque eu pintei a parede do e
eu fui ali rapido e quando chegei não tava mais
mãe quero dorni com você ta bom Sim filha
pode dormi com migo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,3,3
911,"[T] cadê o balde de tinta
Eu estava no meu quarto procurando meu pop it
quando eu achei um balde de tinta então eu peguei
e resolvi pintar a parede do meu quarto quando eu
fui em pra pararia comprar dois reais de coxinha
a moça disse que ia ali rapidinho trocar o dinheiro
porque eu tinha levado cinco reais e ela tinha que mim
dar três reais mas eu não ouvi então eu voltei pra casa
quando eu cheguei em casa mamãe disse
- cadê o troco? eu diss que troco? o troco da 
coxinha ata ela disse cadê?
eu disse eu esqueci mas tudo bem eu.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,2,3,4
198,"[T] A Galeria de Artes da Alexa
[P] um dia Alexa estava em sua casa fazendo faxina com sua irmã
e sua Mãe, e Achou ums potes de tinta então como já tinha limpado
toda casa, Alexa resolvel chamar sua irmã ([X] Ana e Alexa
decidiram pintar um quadro, Ana e Alexa resolveram chamar 
sua Mãe (Luiza) e seu pai (Eduardo), para ajudar Na pintura
o primeiro quadro foi feito por Alexa, Ana, Luiza e Eduardo,
o segundo foi individual (cada um fez o seu) depois de todos
terem terminado o quadro, Alexa que tinha feito o melhor qua-
dro,!!! foi ai que sua familia percebeu, que Alexa tinha talento
[P] Hoje Alexa é dona de uma Grande Galeria","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
743,"[T] Os desenhos
Em uma cidade muito longe morava uma menina chamada:
maria, maria gostava muito de desenhar, maria tinha uma
imaginação muito grande, ela tambem gostava muito de animais
um certo dia ela estava ajudando a sua mãe a arrumar o
armario, ela estava indo arrumar lá em cima quando ela viu aquelas
tintas ela ficou feliz e foi correndo brincar com as tintas, nem
esperou terminar oque estava fazendo, quando ela chegou no quarto
ela abril a gaveta da comoda e pegou os pinceis e foi pintar
na parede ela desenhou uma zebra um leão um gavião um
gato e um cachorro, enquanto maria a tinta secar ela foi lanchar
quando ela voltou, não tinha Animal nenhum e as roupas
estavam todas no chão, ela escutou um barulho lá fora
e foi ver, quando ela olhou estava todos os bixos estavam
bagunçando tudo quando do nada ficou tudo preto
[LT] e derepente ela acordou e não tinha parede riscada
[LT] não tinha quarto bagunçado estava tudo normal e aquilo foi
só um sonho.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
985,"[T] um menino
um menino foi no Prora mais o [X] gosta [X] brincar e [X] chegou la tinho
um carchoro e ele viu r gato e ele subiu no Pe de arvori e o carchoro
ficou latinho juto doido e o gato ficou comedo do cachoro e ele ficou
la into o carchoro e ebora e se [?] e ele foi inbora e o 
gato deseu. e [?] . foi imbora marir a gata embora Para casa
alimentar seu gato e seu dono tambem","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,1,4,2
231,"[T] A Pintura
[P] Cerlo dia eu estava sem fazer nada assistindo na TV não
tinha nada para fazer nada, nada depois de áugum tempo eu achei uma
caixa de linha ai eu pensei: vou chamar alguém para mi ajudar
[LT] mas não tinha ninguêm ai eu fiz sozinho eu fiz muitos desenhos na
parede quando minha mãe chegou eu peguei.
[P] O Lenssol e lotei na parede que minha mãe nem viu passou uns
dias eu estava dormindo e o lenssou caiu e minha mãe viu e me dexou eu de
[P] Castigo muitos dias depois ela deixou eu pinta na folha meus
[LT] primos chegaram e eu fui brinca com eles de pinta desenhamos uns
[LT] animais Elefante, Gato, Leão e pintamos o rosto fizemos gatos no rosto
[LT] e depois limpamos o rosto.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
865,"[T] [x] da Lívia
[P] Era uma vez uma menina chamada Lívia Em amava artes um dia de
sabado ela resolveu ir Para a Prasinha ali/Perto depois Em voutol Para
casa foi dormir no outro dia lembrou que tinha atividade
e foi fazer quando terminou foi ajudar sua mãe e dePois ela
sem querer derubol a tinta no chal e a mãe dela vio
e pesol que tinha sido de [x] e deichou ela de
castigo dePois a mãe de Lívia ficol com Pena da filha e
tirol ela do castigo[S]
então ela foi linPar o quarto, e depois elo foi Pro Parque
com seu amigo
dePois foi dormir no outro dia ela
foiPara a escola e voltou muito/filiz
e foi Para o mercado com 
Prou tinta Para a atividade da escola e [x] fazer
a atividade
[?] ela foi tomar banho 
dePois ela foi brincar com os amigos
vou tou Para casa e foi dormir
e foi no Parque de
diversões e foi Para a casa dela.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,4,3
1088,"[T]O Pinceu
Era uma vez uma Menina o nome da
Menina e Aline Achou Pinceu na gaveta
do ceu quarto Ela Pegol umas folhas Para
Pinta a Pasagem então Ela se esqueceu da 
tintas Para Pinta Ela foi busca as tintas
Então Ela viu a mãe e dice mãe vem 
Para ca Para Eu ti Pinta Então A mãe
fice filha eu vou mi aruma Para 
você mi Pinta , Então o Pai chegou e aline
chamou o Pai vem Para Eu Pinta o 
senhor Então o Pai dice Eu vou mi 
aruma , então chegou a irmã e Aline
dice irmãzinha vem Para Eu ti Pinta
a irmã dice Eu vou mi aruma ,DePois
de muito tempo a mãe, o Pai, e a irmã
vieram todos mundo guntos aline
ficou feliz. Então Ela Pintou [X] mundo
guntos e Aline ficou feliz e fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
715,"[T] O sumiço das pinturas
[P] Certo dia, eu resolvi ligar para minha amiga e [?]
ela para ir em minha casa , antes dela chegar pensei em
alguma coisa para nós brincarmos , mas não encontrei nada
para agente brincar , até que vi cuitas cores de tinta e 
era perfeita para nós brincarmos , e finalmente ela chegou 
mostrei as tintas pra ela e tive a brilhante idéia 
de pintar a parede do meu quarto , ela concordou e la
fomos nós pintamos animais ficaram muito bonitos e 
fofinhos , depois fomos para o quintal
brincar mais um 
 pouco até a tinta secar . Depois de um tempo voltamos
para o quarto mas nossas pinturas não estavam la
 ficamos muito preocupadas , achamos estranho e fomos falar
com minha mãe , ela parecia brava e falou : 
— O que era aquilo na parede do seu quarto?
fiquei com um pouco de medo pois minha mãe nunca
tinha ficado tão brava . Então expliquei tudo para ela , e 
perguntei se foi ela que apagou os desenhos e ela falou:
— sim, fui eu .
Eu fiquei meio chateada pois os desenhos tinham realmente ficado lindos . Também perguntei das roupas ela disse
que ficou tão brava que jogou todas as roupas de 
raiva . As meninas entenderam tudo e foram brincar
no quintal novamente , sua mãe depois disso guardou 
as tintas bem para sua filha não pegar novamente .
Desse dia endiante elas aprenderam a lisão pois a 
mãe delas deu um castigo as duas .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,5,4
